taz,chargingPointType,numStalls,pricingModel,feeInCents,parkingType,reservedFor
2439,NoCharger,1000000,FlatFee,0.0,Commercial,
2440,NoCharger,1000000,FlatFee,0.0,Commercial,
2441,NoCharger,1000000,FlatFee,0.0,Commercial,
2442,NoCharger,1000000,FlatFee,0.0,Commercial,
2443,NoCharger,1000000,FlatFee,0.0,Commercial,
2444,NoCharger,1000000,FlatFee,0.0,Commercial,
2445,NoCharger,1000000,FlatFee,0.0,Commercial,
2446,NoCharger,1000000,FlatFee,0.0,Commercial,
2447,NoCharger,1000000,FlatFee,0.0,Commercial,
2448,NoCharger,1000000,FlatFee,0.0,Commercial,
2449,NoCharger,1000000,FlatFee,0.0,Commercial,
2450,NoCharger,1000000,FlatFee,0.0,Commercial,
2451,NoCharger,1000000,FlatFee,0.0,Commercial,
2452,NoCharger,1000000,FlatFee,0.0,Commercial,
2453,NoCharger,1000000,FlatFee,0.0,Commercial,
2454,NoCharger,1000000,FlatFee,0.0,Commercial,
2455,NoCharger,1000000,FlatFee,0.0,Commercial,
2456,NoCharger,1000000,FlatFee,0.0,Commercial,
2457,NoCharger,1000000,FlatFee,0.0,Commercial,
2458,NoCharger,1000000,FlatFee,0.0,Commercial,
2459,NoCharger,1000000,FlatFee,0.0,Commercial,
2460,NoCharger,1000000,FlatFee,0.0,Commercial,
2461,NoCharger,1000000,FlatFee,0.0,Commercial,
2462,NoCharger,1000000,FlatFee,0.0,Commercial,
2463,NoCharger,1000000,FlatFee,0.0,Commercial,
2464,NoCharger,1000000,FlatFee,0.0,Commercial,
2465,NoCharger,1000000,FlatFee,0.0,Commercial,
2466,NoCharger,1000000,FlatFee,0.0,Commercial,
2467,NoCharger,1000000,FlatFee,0.0,Commercial,
2468,NoCharger,1000000,FlatFee,0.0,Commercial,
2469,NoCharger,1000000,FlatFee,0.0,Commercial,
2470,NoCharger,1000000,FlatFee,0.0,Commercial,
2471,NoCharger,1000000,FlatFee,0.0,Commercial,
2472,NoCharger,1000000,FlatFee,0.0,Commercial,
2473,NoCharger,1000000,FlatFee,0.0,Commercial,
2474,NoCharger,1000000,FlatFee,0.0,Commercial,
2475,NoCharger,1000000,FlatFee,0.0,Commercial,
2476,NoCharger,1000000,FlatFee,0.0,Commercial,
2477,NoCharger,1000000,FlatFee,0.0,Commercial,
2478,NoCharger,1000000,FlatFee,0.0,Commercial,
2479,NoCharger,1000000,FlatFee,0.0,Commercial,
2480,NoCharger,1000000,FlatFee,0.0,Commercial,
2481,NoCharger,1000000,FlatFee,0.0,Commercial,
2482,NoCharger,1000000,FlatFee,0.0,Commercial,
2483,NoCharger,1000000,FlatFee,0.0,Commercial,
2484,NoCharger,1000000,FlatFee,0.0,Commercial,
2485,NoCharger,1000000,FlatFee,0.0,Commercial,
2486,NoCharger,1000000,FlatFee,0.0,Commercial,
2487,NoCharger,1000000,FlatFee,0.0,Commercial,
2488,NoCharger,1000000,FlatFee,0.0,Commercial,
2489,NoCharger,1000000,FlatFee,0.0,Commercial,
2490,NoCharger,1000000,FlatFee,0.0,Commercial,
2491,NoCharger,1000000,FlatFee,0.0,Commercial,
2492,NoCharger,1000000,FlatFee,0.0,Commercial,
2493,NoCharger,1000000,FlatFee,0.0,Commercial,
2494,NoCharger,1000000,FlatFee,0.0,Commercial,
2495,NoCharger,1000000,FlatFee,0.0,Commercial,
2496,NoCharger,1000000,FlatFee,0.0,Commercial,
2497,NoCharger,1000000,FlatFee,0.0,Commercial,
2498,NoCharger,1000000,FlatFee,0.0,Commercial,
2499,NoCharger,1000000,FlatFee,0.0,Commercial,
2500,NoCharger,1000000,FlatFee,0.0,Commercial,
2501,NoCharger,1000000,FlatFee,0.0,Commercial,
2502,NoCharger,1000000,FlatFee,0.0,Commercial,
2503,NoCharger,1000000,FlatFee,0.0,Commercial,
2504,NoCharger,1000000,FlatFee,0.0,Commercial,
2505,NoCharger,1000000,FlatFee,0.0,Commercial,
2506,NoCharger,1000000,FlatFee,0.0,Commercial,
2507,NoCharger,1000000,FlatFee,0.0,Commercial,
2508,NoCharger,1000000,FlatFee,0.0,Commercial,
2509,NoCharger,1000000,FlatFee,0.0,Commercial,
2510,NoCharger,1000000,FlatFee,0.0,Commercial,
2511,NoCharger,1000000,FlatFee,0.0,Commercial,
2512,NoCharger,1000000,FlatFee,0.0,Commercial,
2513,NoCharger,1000000,FlatFee,0.0,Commercial,
2514,NoCharger,1000000,FlatFee,0.0,Commercial,
2515,NoCharger,1000000,FlatFee,0.0,Commercial,
2516,NoCharger,1000000,FlatFee,0.0,Commercial,
2517,NoCharger,1000000,FlatFee,0.0,Commercial,
2518,NoCharger,1000000,FlatFee,0.0,Commercial,
2519,NoCharger,1000000,FlatFee,0.0,Commercial,
2520,NoCharger,1000000,FlatFee,0.0,Commercial,
2521,NoCharger,1000000,FlatFee,0.0,Commercial,
2522,NoCharger,1000000,FlatFee,0.0,Commercial,
2523,NoCharger,1000000,FlatFee,0.0,Commercial,
2524,NoCharger,1000000,FlatFee,0.0,Commercial,
2525,NoCharger,1000000,FlatFee,0.0,Commercial,
2526,NoCharger,1000000,FlatFee,0.0,Commercial,
2527,NoCharger,1000000,FlatFee,0.0,Commercial,
2528,NoCharger,1000000,FlatFee,0.0,Commercial,
2529,NoCharger,1000000,FlatFee,0.0,Commercial,
2530,NoCharger,1000000,FlatFee,0.0,Commercial,
2531,NoCharger,1000000,FlatFee,0.0,Commercial,
2532,NoCharger,1000000,FlatFee,0.0,Commercial,
2533,NoCharger,1000000,FlatFee,0.0,Commercial,
2534,NoCharger,1000000,FlatFee,0.0,Commercial,
2535,NoCharger,1000000,FlatFee,0.0,Commercial,
2536,NoCharger,1000000,FlatFee,0.0,Commercial,
2537,NoCharger,1000000,FlatFee,0.0,Commercial,
2538,NoCharger,1000000,FlatFee,0.0,Commercial,
2539,NoCharger,1000000,FlatFee,0.0,Commercial,
2540,NoCharger,1000000,FlatFee,0.0,Commercial,
2541,NoCharger,1000000,FlatFee,0.0,Commercial,
2542,NoCharger,1000000,FlatFee,0.0,Commercial,
2543,NoCharger,1000000,FlatFee,0.0,Commercial,
2544,NoCharger,1000000,FlatFee,0.0,Commercial,
2545,NoCharger,1000000,FlatFee,0.0,Commercial,
2546,NoCharger,1000000,FlatFee,0.0,Commercial,
2547,NoCharger,1000000,FlatFee,0.0,Commercial,
2548,NoCharger,1000000,FlatFee,0.0,Commercial,
2549,NoCharger,1000000,FlatFee,0.0,Commercial,
2550,NoCharger,1000000,FlatFee,0.0,Commercial,
2551,NoCharger,1000000,FlatFee,0.0,Commercial,
2552,NoCharger,1000000,FlatFee,0.0,Commercial,
2553,NoCharger,1000000,FlatFee,0.0,Commercial,
2554,NoCharger,1000000,FlatFee,0.0,Commercial,
2555,NoCharger,1000000,FlatFee,0.0,Commercial,
2556,NoCharger,1000000,FlatFee,0.0,Commercial,
2557,NoCharger,1000000,FlatFee,0.0,Commercial,
2558,NoCharger,1000000,FlatFee,0.0,Commercial,
2559,NoCharger,1000000,FlatFee,0.0,Commercial,
2560,NoCharger,1000000,FlatFee,0.0,Commercial,
2561,NoCharger,1000000,FlatFee,0.0,Commercial,
2562,NoCharger,1000000,FlatFee,0.0,Commercial,
2563,NoCharger,1000000,FlatFee,0.0,Commercial,
2564,NoCharger,1000000,FlatFee,0.0,Commercial,
2565,NoCharger,1000000,FlatFee,0.0,Commercial,
2566,NoCharger,1000000,FlatFee,0.0,Commercial,
2567,NoCharger,1000000,FlatFee,0.0,Commercial,
2568,NoCharger,1000000,FlatFee,0.0,Commercial,
2569,NoCharger,1000000,FlatFee,0.0,Commercial,
2570,NoCharger,1000000,FlatFee,0.0,Commercial,
2571,NoCharger,1000000,FlatFee,0.0,Commercial,
2572,NoCharger,1000000,FlatFee,0.0,Commercial,
2573,NoCharger,1000000,FlatFee,0.0,Commercial,
2574,NoCharger,1000000,FlatFee,0.0,Commercial,
2575,NoCharger,1000000,FlatFee,0.0,Commercial,
2576,NoCharger,1000000,FlatFee,0.0,Commercial,
2577,NoCharger,1000000,FlatFee,0.0,Commercial,
2578,NoCharger,1000000,FlatFee,0.0,Commercial,
2579,NoCharger,1000000,FlatFee,0.0,Commercial,
2580,NoCharger,1000000,FlatFee,0.0,Commercial,
2581,NoCharger,1000000,FlatFee,0.0,Commercial,
2582,NoCharger,1000000,FlatFee,0.0,Commercial,
2583,NoCharger,1000000,FlatFee,0.0,Commercial,
2584,NoCharger,1000000,FlatFee,0.0,Commercial,
2585,NoCharger,1000000,FlatFee,0.0,Commercial,
2586,NoCharger,1000000,FlatFee,0.0,Commercial,
2587,NoCharger,1000000,FlatFee,0.0,Commercial,
2588,NoCharger,1000000,FlatFee,0.0,Commercial,
2589,NoCharger,1000000,FlatFee,0.0,Commercial,
2590,NoCharger,1000000,FlatFee,0.0,Commercial,
2591,NoCharger,1000000,FlatFee,0.0,Commercial,
2592,NoCharger,1000000,FlatFee,0.0,Commercial,
2593,NoCharger,1000000,FlatFee,0.0,Commercial,
2594,NoCharger,1000000,FlatFee,0.0,Commercial,
2595,NoCharger,1000000,FlatFee,0.0,Commercial,
2596,NoCharger,1000000,FlatFee,0.0,Commercial,
2597,NoCharger,1000000,FlatFee,0.0,Commercial,
2598,NoCharger,1000000,FlatFee,0.0,Commercial,
2599,NoCharger,1000000,FlatFee,0.0,Commercial,
2600,NoCharger,1000000,FlatFee,0.0,Commercial,
2601,NoCharger,1000000,FlatFee,0.0,Commercial,
2602,NoCharger,1000000,FlatFee,0.0,Commercial,
2603,NoCharger,1000000,FlatFee,0.0,Commercial,
2604,NoCharger,1000000,FlatFee,0.0,Commercial,
2605,NoCharger,1000000,FlatFee,0.0,Commercial,
2606,NoCharger,1000000,FlatFee,0.0,Commercial,
2607,NoCharger,1000000,FlatFee,0.0,Commercial,
2608,NoCharger,1000000,FlatFee,0.0,Commercial,
2609,NoCharger,1000000,FlatFee,0.0,Commercial,
2610,NoCharger,1000000,FlatFee,0.0,Commercial,
2611,NoCharger,1000000,FlatFee,0.0,Commercial,
2612,NoCharger,1000000,FlatFee,0.0,Commercial,
2613,NoCharger,1000000,FlatFee,0.0,Commercial,
2614,NoCharger,1000000,FlatFee,0.0,Commercial,
2615,NoCharger,1000000,FlatFee,0.0,Commercial,
2616,NoCharger,1000000,FlatFee,0.0,Commercial,
2617,NoCharger,1000000,FlatFee,0.0,Commercial,
2618,NoCharger,1000000,FlatFee,0.0,Commercial,
2619,NoCharger,1000000,FlatFee,0.0,Commercial,
2620,NoCharger,1000000,FlatFee,0.0,Commercial,
2621,NoCharger,1000000,FlatFee,0.0,Commercial,
2622,NoCharger,1000000,FlatFee,0.0,Commercial,
2623,NoCharger,1000000,FlatFee,0.0,Commercial,
2624,NoCharger,1000000,FlatFee,0.0,Commercial,
2625,NoCharger,1000000,FlatFee,0.0,Commercial,
2626,NoCharger,1000000,FlatFee,0.0,Commercial,
2627,NoCharger,1000000,FlatFee,0.0,Commercial,
2628,NoCharger,1000000,FlatFee,0.0,Commercial,
2629,NoCharger,1000000,FlatFee,0.0,Commercial,
2630,NoCharger,1000000,FlatFee,0.0,Commercial,
2631,NoCharger,1000000,FlatFee,0.0,Commercial,
2632,NoCharger,1000000,FlatFee,0.0,Commercial,
2633,NoCharger,1000000,FlatFee,0.0,Commercial,
2634,NoCharger,1000000,FlatFee,0.0,Commercial,
2635,NoCharger,1000000,FlatFee,0.0,Commercial,
2636,NoCharger,1000000,FlatFee,0.0,Commercial,
2637,NoCharger,1000000,FlatFee,0.0,Commercial,
2638,NoCharger,1000000,FlatFee,0.0,Commercial,
2639,NoCharger,1000000,FlatFee,0.0,Commercial,
2640,NoCharger,1000000,FlatFee,0.0,Commercial,
2641,NoCharger,1000000,FlatFee,0.0,Commercial,
2642,NoCharger,1000000,FlatFee,0.0,Commercial,
2643,NoCharger,1000000,FlatFee,0.0,Commercial,
2644,NoCharger,1000000,FlatFee,0.0,Commercial,
